mut;environment;gen;mean;max
0,5;1;24;56,25373489;80,02897616
0,5;1;25;56,31073673;78,08116671
0,5;1;26;57,09766082;77,39097672
0,5;1;27;52,53461465;76,20727408
0,5;1;28;56,91930679;77,04045726
0,5;1;29;51,02333886;76,14367673
0,5;1;30;52,40258378;76,35682877
0,5;1;31;54,13106542;76,1490737
0,5;1;32;50,94353378;73,52476741
0,5;1;33;57,1093787;75,33900816
0,5;1;34;50,51301971;73,46486345
0,5;1;35;60,24937911;75,35742284
0,5;1;36;56,38668849;75,37441141
0,5;1;37;61,90200313;72,59394314
0,5;1;38;59,05232308;73,43209751
0,5;1;39;61,22420843;72,54277179
0,5;1;40;53,44797751;71,67282189
0,5;1;41;52,3830745;74,38395759
0,5;1;42;55,83446222;74,37632883
0,5;1;43;56,87153717;74,53288473
0,5;1;44;56,6659782;71,181028
0,5;1;45;53,27293606;76,21187053
0,5;1;46;56,05494188;76,22326678
0,5;1;47;53,94370937;75,30837107
0,5;1;48;49,65056602;74,45075555
0,5;1;49;48,83465983;74,5060866
0,5;1;50;53,76262165;76,30138415
0,5;1;51;58,97382497;73,60085058
0,5;1;52;56,65414424;76,31264144
0,5;1;53;61,42835936;75,53110769
0,5;1;54;61,99317617;78,24638356
0,5;1;55;61,28931291;76,30967451
0,5;1;56;51,36602858;73,5115086
0,5;1;57;61,67723968;73,59117257
0,5;1;58;61,06477527;75,30802092
0,5;1;59;58,93310896;76,21126589
0,5;1;60;59,65185604;76,26259866
0,5;1;61;59,51530802;76,30222052
0,5;1;62;61,49515809;77,31226293
0,5;1;63;54,84740731;76,26863836
0,5;1;64;50,73212332;74,36840675
0,5;1;65;58,29848889;74,34446833
0,5;1;66;55,95986135;76,14093682
0,5;1;67;58,43119319;76,24702609
0,5;1;68;59,79429834;76,19886097
0,5;1;69;60,78665577;78,25796442
0,5;1;70;58,02340213;75,27970219
0,5;1;71;55,60960919;74,49497241
0,5;1;72;54,45173148;73,63386608
0,5;1;73;57,73509325;75,47125672
0,5;1;74;55,0028806;76,39950052
0,5;1;75;59,5584831;76,36754513
0,5;1;76;54,36476655;75,40540389
0,5;1;77;56,2984603;75,48895294
0,5;1;78;60,29777636;71,73345402
0,5;1;79;49,47559086;68,11916276
0,5;2;0;5,647317839;14,93348793
0,5;2;1;9,647038769;24,11397662
0,5;2;2;13,66719057;22,67015179
0,5;2;3;15,20779275;22,31147893
0,5;2;4;14,38607076;26,14781468
0,5;2;5;17,58341087;28,31074453
0,5;2;6;19,30755407;29,86104563
0,5;2;7;17,65565724;32,47720426
0,5;2;8;21,04016362;35,47648998
0,5;2;9;21,26438667;35,0029745
0,5;2;10;21,86012111;34,11800009
0,5;2;11;22,22409002;37,6395061
0,5;2;12;24,03925096;37,47683307
0,5;2;13;25,90929112;34,5323271
0,5;2;14;21,25449943;32,01457962
0,5;2;15;25,06410957;40,42099658
0,5;2;16;24,59263565;39,84063168
0,5;2;17;23,90339072;37,70079381
0,5;2;18;17,89307527;28,40311811
0,5;2;19;17,90009335;32,4664579
0,5;2;20;20,85288169;33,10712832
0,5;2;21;21,87349105;32,42008774
0,5;2;22;22,30994767;29,01567896
0,5;2;23;23,41274799;30,49710891
0,5;2;24;22,64387665;32,1455771
0,5;2;25;23,32688078;33,73267772
0,5;2;26;23,69554207;33,93702316
0,5;2;27;25,88563427;34,39861274
0,5;2;28;24,59949704;35,35486895
0,5;2;29;24,56451139;33,90859231
0,5;2;30;21,15254275;34,39632995
0,5;2;31;23,13288675;38,83168832
0,5;2;32;24,23801966;43,54904569
0,5;2;33;28,15576246;42,07713065
0,5;2;34;31,02833107;44,43402494
0,5;2;35;30,79534205;42,02997008
0,5;2;36;24,29589997;34,32176611
0,5;2;37;24,56302904;34,26584238
0,5;2;38;22,70750066;32,20118308
0,5;2;39;24,09562889;36,39120106
0,5;2;40;23,58572252;39,25013126
0,5;2;41;24,27493706;33,7714954
0,5;2;42;26,21048845;36,14169026
0,5;2;43;23,9483581;33,95328491
0,5;2;44;24,25788599;34,09318139
0,5;2;45;24,19477043;36,35416346
0,5;2;46;27,03565689;40,32184959
0,5;2;47;26,31229888;40,72367317
0,5;2;48;24,08423815;41,16386549
0,5;2;49;28,25936368;41,39818113
0,5;2;50;22,68546898;41,47249381
0,5;2;51;25,36029603;38,77471646
0,5;2;52;29,02747877;38,74015001
0,5;2;53;24,85265292;38,59151797
0,5;2;54;20,84471129;35,9887365
0,5;2;55;23,44620853;33,13359781
0,5;2;56;26,22069062;36,41383951
0,5;2;57;22,35225525;36,68549821
0,5;2;58;26,7712096;42,19837116
0,5;2;59;27,91823661;45,55029557
0,5;2;60;25,30268792;41,57803996
0,5;2;61;28,68501631;44,74043977
0,5;2;62;30,21061549;46,57926105
0,5;2;63;28,51023873;43,04888573
0,5;2;64;26,5344702;43,83523428
0,5;2;65;27,50346194;41,65061195
0,5;2;66;29,57950841;42,26851325
0,5;2;67;26,25817167;42,37524726
0,5;2;68;30,41200624;42,50891748
0,5;2;69;28,40081615;36,73699553
0,5;2;70;22,82877586;32,59471073
0,5;2;71;21,08515114;33,04709374
0,5;2;72;23,64569025;32,34172915
0,5;2;73;20,22737476;32,83388277
0,5;2;74;23,39425601;36,86901392
0,5;2;75;23,33195019;38,94804072
0,5;2;76;23,61677601;40,61516741
0,5;2;77;27,15155818;38,28015368
0,5;2;78;27,37258373;36,54983447
0,5;2;79;24,74960084;40,69169192
0,7;1;0;9,485711288;27,68421874
0,7;1;1;17,05510723;29,47107442
0,7;1;2;19,69598631;35,74811635
0,7;1;3;25,5086979;44,90279699
0,7;1;4;29,92612988;50,37883055
0,7;1;5;34,7371033;55,5579598
0,7;1;6;33,9988767;52,25390517
0,7;1;7;38,33069908;55,79316115
0,7;1;8;40,2038224;55,7599133
0,7;1;9;43,10304458;57,67681683
0,7;1;10;39,02714981;57,80553244
0,7;1;11;31,00581749;55,60169268
0,7;1;12;40,13017143;58,37023183
0,7;1;13;32,82723655;58,59827232
0,7;1;14;42,69920882;62,98375698
0,7;1;15;43,83005241;62,84257358
0,7;1;16;41,79361997;62,81452819
0,7;1;17;48,14507362;62,85609835
0,7;1;18;48,47044804;62,90686785
0,7;1;19;44,38972903;63,68837787
0,7;1;20;40,35610275;63,76865983
0,7;1;21;44,45476786;62,7276228
0,7;1;22;39,65912304;64,59666577
0,7;1;23;41,04021547;65,60255096
0,7;1;24;37,88332485;58,47825521
0,7;1;25;43,07700151;55,67897319
0,7;1;26;45,80817789;65,68943014
0,7;1;27;46,96718335;64,63565681
0,7;1;28;47,84383166;63,87473067
0,7;1;29;49,54084898;64,71028763
0,7;1;30;41,22653818;69,13325284
0,7;1;31;43,65609837;69,17218917
0,7;1;32;45,04320603;69,12642503
0,7;1;33;47,13225651;70,0278125
0,7;1;34;48,10621288;61,955514
0,7;1;35;48,4738329;67,29131158
0,7;1;36;53,79302725;74,41736543
0,7;1;37;52,40191162;76,22528507
0,7;1;38;48,25661082;70,72476912
0,7;1;39;55,74493908;76,29275951
0,7;1;40;51,19840159;68,08121071
0,7;1;41;42,43878433;68,38927639
0,7;1;42;51,63855615;69,19511513
0,7;1;43;49,5487372;68,38865183
0,7;1;44;48,78536525;70,93620631
0,7;1;45;41,39759112;70,00260416
0,7;1;46;43,91195441;67,43811678
0,7;1;47;41,30478791;66,44145425
0,7;1;48;41,03225392;65,5148811
0,7;1;49;42,01378243;66,36091561
0,7;1;50;44,41651503;66,38340558
0,7;1;51;46,1214617;67,1923929
0,7;1;52;45,72552699;62,72434604
0,7;1;53;43,23278962;63,56819316
0,7;1;54;47,09407083;65,33319942
0,7;1;55;49,02460334;64,4593067
0,7;1;56;47,71516583;68,02453389
0,7;1;57;49,69083962;68,00776092
0,7;1;58;55,46046031;70,75333095
0,7;1;59;53,72290577;71,60639723
0,7;1;60;54,8055977;71,66171479
0,7;1;61;54,54443446;71,63447186
0,7;1;62;52,07140328;70,76038484
0,7;1;63;46,84200634;69,84363111
0,7;1;64;49,31810444;70,77171263
0,7;1;65;50,04030686;69,91831641
0,7;1;66;51,34073633;71,75020854
0,7;1;67;47,23044186;69,91088787
0,7;1;68;46,9798667;69,86193113
0,7;1;69;45,71763686;64,59719236
0,7;1;70;48,98054907;66,36342426
0,7;1;71;50,86069697;67,22835191
0,7;1;72;49,63275964;68,89416834
0,7;1;73;43,59517395;68,89567079
0,7;1;74;47,61510099;68,93674437
0,7;1;75;51,87372707;72,5437564
0,7;1;76;51,50838568;71,6920608
0,7;1;77;48,43598868;73,48643784
0,7;1;78;51,12429744;70,72368415
0,7;1;79;55,99012346;72,58842838
0,7;2;0;4,797764085;10,79622963
0,7;2;1;5,578155393;11,97531632
0,7;2;2;9,638418692;17,42011343
0,7;2;3;9,523121601;18,05967142
0,7;2;4;11,91982473;21,29863718
0,7;2;5;13,29460581;20,67588418
0,7;2;6;14,15888943;21,67767009
0,7;2;7;13,40935696;24,07404426
0,7;2;8;12,73613773;24,94154672
0,7;2;9;14,30022922;31,71373704
0,7;2;10;17,18129272;32,4213225
0,7;2;11;17,27818198;33,40104485
0,7;2;12;20,64520956;34,49466486
0,7;2;13;18,34165501;31,37438836
0,7;2;14;18,73206113;31,78368462
0,7;2;15;18,7541732;32,82450489
0,7;2;16;19,22922641;31,6734425
0,7;2;17;19,91589338;29,05474087
0,7;2;18;17,86616523;29,90129641
0,7;2;19;18,53800589;35,4322102
0,7;2;20;16,26069583;29,63444342
0,7;2;21;20,08769785;31,85975402
0,7;2;22;20,03289948;33,01114461
0,7;2;23;18,2083194;33,8740207
0,7;2;24;17,88128739;28,79876524
0,7;2;25;21,12034095;36,53495208
0,7;2;26;24,69774178;40,6898604
0,7;2;27;22,16213777;39,19872166
0,7;2;28;23,09117205;39,45012024
0,7;2;29;23,93358984;45,73317834
0,7;2;30;23,83504053;45,60435936
0,7;2;31;27,60547806;43,94603852
0,7;2;32;21,58370459;37,68020322
0,7;2;33;25,83053033;45,13537696
0,7;2;34;24,49760266;40,87607636
0,7;2;35;27,39684565;41,00100092
0,7;2;36;28,5327914;45,45809377
0,7;2;37;30,43765131;48,43607872
0,7;2;38;26,09905958;43,97278721
0,7;2;39;31,23436924;53,63528122
0,7;2;40;27,70409759;52,82355422
0,7;2;41;26,40274547;52,89218532
0,7;2;42;31,15459195;51,89112338
0,7;2;43;23,93191983;43,77055664
0,7;2;44;27,65147046;44,36487037
0,7;2;45;24,50944539;45,20549432
0,7;2;46;23,65385772;37,06818083
0,7;2;47;21,22659532;34,92250217
0,7;2;48;22,78551084;34,89066566
0,7;2;49;22,04442979;38,0406494
0,7;2;50;20,93071509;35,35482222
0,7;2;51;21,0187426;32,98587544
0,7;2;52;21,46190195;34,99726861
0,7;2;53;18,68649284;30,81647114
0,7;2;54;17,28987335;27,67679249
0,7;2;55;18,75426225;33,72037151
0,7;2;56;18,21155867;31,5145143
0,7;2;57;15,94280389;29,60578647
0,7;2;58;20,07416572;32,56232397
0,7;2;59;21,40674219;35,57784304
0,7;2;60;19,59287204;34,73546129
0,7;2;61;21,93378378;34,00324485
0,7;2;62;24,48266571;39,71952212
0,7;2;63;27,54742427;43,75684426
0,7;2;64;25,35112609;37,50904697
0,7;2;65;25,84607117;36,62806214
0,7;2;66;23,27277831;38,63804956
0,7;2;67;28,49745857;37,04777182
0,7;2;68;21,08772067;37,26312287
0,7;2;69;22,50825343;36,50158188
0,7;2;70;25,43198966;35,87089156
0,7;2;71;23,63579409;42,17990335
0,7;2;72;23,55241437;39,96860109
0,7;2;73;21,49665062;38,8334695
0,7;2;74;21,35658333;36,2496622
0,7;2;75;24,07149206;35,69753145
0,7;2;76;23,08662129;34,90559416
0,7;2;77;25,43751966;38,22888115
0,7;2;78;24,38028417;39,61067863
0,7;2;79;26,08101798;41,11136822
0,9;1;0;11,52826258;26,28266395
0,9;1;1;13,16200861;32,26839344
0,9;1;2;17,23785596;40,60351821
0,9;1;3;20,15400546;39,07586441
0,9;1;4;24,7346593;41,22363782
0,9;1;5;29,97444659;46,68782551
0,9;1;6;33,55439957;51,03903312
0,9;1;7;27,95979754;41,55363842
0,9;1;8;33,29960497;48,37668202
0,9;1;9;36,46606101;58,273629
0,9;1;10;43,63658374;61,07737825
0,9;1;11;36,82847223;58,38575074
0,9;1;12;36,8109678;58,22994089
0,9;1;13;38,43593398;62,67058907
0,9;1;14;39,4266453;61,85522331
0,9;1;15;38,69819756;62,86535219
0,9;1;16;42,40689174;61,86828301
0,9;1;17;48,04060694;64,53936436
0,9;1;18;38,67267658;68,03077443
0,9;1;19;38,35161981;68,15991356
0,9;1;20;43,76498763;69,85973006
0,9;1;21;33,97501848;65,41793387
0,9;1;22;42,6263643;70,73232943
0,9;1;23;38,43403766;70,75655145
0,9;1;24;38,7546133;68,04397636
0,9;1;25;42,4272812;76,2922744
0,9;1;26;39,07076381;62,85381292
0,9;1;27;38,28540863;70,79274766
0,9;1;28;42,91233233;63,63527291
0,9;1;29;39,48098978;66,38677493
0,9;1;30;46,26263976;68,25291147
0,9;1;31;48,01290624;67,16846559
0,9;1;32;36,28645199;60,92954679
0,9;1;33;39,41812144;66,63754907
0,9;1;34;45,34650603;68,38381466
0,9;1;35;36,92880936;69,92138371
0,9;1;36;36,4585306;72,65641132
0,9;1;37;50,50697032;77,11050768
0,9;1;38;47,29295437;69,30743845
0,9;1;39;52,36737215;69,09577445
0,9;1;40;38,96793356;64,50409506
0,9;1;41;43,95328906;71,71439154
0,9;1;42;47,55021039;69,880439
0,9;1;43;45,67932099;73,51672745
0,9;1;44;48,40524384;75,48032917
0,9;1;45;50,82119296;68,08834282
0,9;1;46;39,86990294;75,25715771
0,9;1;47;48,97882653;75,3776008
0,9;1;48;51,48667491;76,24152397
0,9;1;49;50,72480865;77,20212241
0,9;1;50;40,62642631;66,52316429
0,9;1;51;43,59083747;70,28643676
0,9;1;52;41,62304846;66,27437749
0,9;1;53;43,34197958;70,74374561
0,9;1;54;35,58308133;65,41301155
0,9;1;55;32,31364433;64,41037186
0,9;1;56;37,36537555;64,69318187
0,9;1;57;41,52167895;74,29833234
