,Enemy training group,Algorithm,Run,Repetition,Enemy,Energy enemy,Enegy player
638,2,Roulette,6,4,8,30.0,0
639,2,Roulette,6,5,8,30.0,0
640,2,Roulette,7,1,1,100,0
641,2,Roulette,7,2,1,100,0
642,2,Roulette,7,3,1,100,0
643,2,Roulette,7,4,1,100,0
644,2,Roulette,7,5,1,100,0
645,2,Roulette,7,1,2,20.0,0
646,2,Roulette,7,2,2,20.0,0
647,2,Roulette,7,3,2,20.0,0
648,2,Roulette,7,4,2,20.0,0
649,2,Roulette,7,5,2,20.0,0
650,2,Roulette,7,1,3,80.0,0
651,2,Roulette,7,2,3,80.0,0
652,2,Roulette,7,3,3,80.0,0
653,2,Roulette,7,4,3,80.0,0
654,2,Roulette,7,5,3,80.0,0
655,2,Roulette,7,1,4,60.0,0
656,2,Roulette,7,2,4,60.0,0
657,2,Roulette,7,3,4,60.0,0
658,2,Roulette,7,4,4,60.0,0
659,2,Roulette,7,5,4,60.0,0
660,2,Roulette,7,1,5,0,31.600000000000264
661,2,Roulette,7,2,5,0,32.200000000000266
662,2,Roulette,7,3,5,0,29.80000000000026
663,2,Roulette,7,4,5,0,31.600000000000264
664,2,Roulette,7,5,5,0,36.400000000000276
665,2,Roulette,7,1,6,30.0,0
666,2,Roulette,7,2,6,30.0,0
667,2,Roulette,7,3,6,30.0,0
668,2,Roulette,7,4,6,30.0,0
669,2,Roulette,7,5,6,30.0,0
670,2,Roulette,7,1,7,20.0,0
671,2,Roulette,7,2,7,20.0,0
672,2,Roulette,7,3,7,20.0,0
673,2,Roulette,7,4,7,20.0,0
674,2,Roulette,7,5,7,20.0,0
675,2,Roulette,7,1,8,0,21.40000000000024
676,2,Roulette,7,2,8,0,21.40000000000024
677,2,Roulette,7,3,8,0,21.40000000000024
678,2,Roulette,7,4,8,0,21.40000000000024
679,2,Roulette,7,5,8,0,21.40000000000024
680,2,Roulette,8,1,1,100,0
681,2,Roulette,8,2,1,100,0
682,2,Roulette,8,3,1,100,0
683,2,Roulette,8,4,1,100,0
684,2,Roulette,8,5,1,100,0
685,2,Roulette,8,1,2,0,30
686,2,Roulette,8,2,2,0,30
687,2,Roulette,8,3,2,0,30
688,2,Roulette,8,4,2,0,30
689,2,Roulette,8,5,2,0,30
690,2,Roulette,8,1,3,80.0,0
691,2,Roulette,8,2,3,80.0,0
692,2,Roulette,8,3,3,80.0,0
693,2,Roulette,8,4,3,80.0,0
694,2,Roulette,8,5,3,80.0,0
695,2,Roulette,8,1,4,90.0,0
696,2,Roulette,8,2,4,90.0,0
697,2,Roulette,8,3,4,90.0,0
698,2,Roulette,8,4,4,90.0,0
699,2,Roulette,8,5,4,90.0,0
700,2,Roulette,8,1,5,40.0,0
701,2,Roulette,8,2,5,30.0,0
702,2,Roulette,8,3,5,50.0,0
703,2,Roulette,8,4,5,50.0,0
704,2,Roulette,8,5,5,0,31.000000000000263
705,2,Roulette,8,1,6,50.0,0
706,2,Roulette,8,2,6,50.0,0
707,2,Roulette,8,3,6,50.0,0
708,2,Roulette,8,4,6,50.0,0
709,2,Roulette,8,5,6,50.0,0
710,2,Roulette,8,1,7,30.0,0
711,2,Roulette,8,2,7,30.0,0
712,2,Roulette,8,3,7,30.0,0
713,2,Roulette,8,4,7,30.0,0
714,2,Roulette,8,5,7,30.0,0
715,2,Roulette,8,1,8,70.0,0
716,2,Roulette,8,2,8,70.0,0
717,2,Roulette,8,3,8,70.0,0
718,2,Roulette,8,4,8,70.0,0
719,2,Roulette,8,5,8,70.0,0
720,2,Roulette,9,1,1,100,0
721,2,Roulette,9,2,1,100,0
722,2,Roulette,9,3,1,100,0
723,2,Roulette,9,4,1,100,0
724,2,Roulette,9,5,1,100,0
725,2,Roulette,9,1,2,0,54
726,2,Roulette,9,2,2,0,54
727,2,Roulette,9,3,2,0,54
728,2,Roulette,9,4,2,0,54
729,2,Roulette,9,5,2,0,54
730,2,Roulette,9,1,3,80.0,0
731,2,Roulette,9,2,3,80.0,0
732,2,Roulette,9,3,3,80.0,0
733,2,Roulette,9,4,3,80.0,0
734,2,Roulette,9,5,3,80.0,0
735,2,Roulette,9,1,4,70.0,0
736,2,Roulette,9,2,4,70.0,0
737,2,Roulette,9,3,4,70.0,0
738,2,Roulette,9,4,4,70.0,0
739,2,Roulette,9,5,4,70.0,0
740,2,Roulette,9,1,5,0,29.80000000000026
741,2,Roulette,9,2,5,40.0,0
742,2,Roulette,9,3,5,0,29.80000000000026
743,2,Roulette,9,4,5,0,28.600000000000257
744,2,Roulette,9,5,5,0,10.60000000000023
745,2,Roulette,9,1,6,20.0,0
746,2,Roulette,9,2,6,20.0,0
747,2,Roulette,9,3,6,20.0,0
748,2,Roulette,9,4,6,20.0,0
749,2,Roulette,9,5,6,20.0,0
750,2,Roulette,9,1,7,30.0,0
751,2,Roulette,9,2,7,30.0,0
752,2,Roulette,9,3,7,30.0,0
753,2,Roulette,9,4,7,30.0,0
754,2,Roulette,9,5,7,30.0,0
755,2,Roulette,9,1,8,80.0,0
756,2,Roulette,9,2,8,80.0,0
757,2,Roulette,9,3,8,80.0,0
758,2,Roulette,9,4,8,80.0,0
759,2,Roulette,9,5,8,80.0,0
760,2,Roulette,10,1,1,80.0,0
761,2,Roulette,10,2,1,80.0,0
762,2,Roulette,10,3,1,80.0,0
763,2,Roulette,10,4,1,80.0,0
764,2,Roulette,10,5,1,80.0,0
765,2,Roulette,10,1,2,0,74
766,2,Roulette,10,2,2,0,74
767,2,Roulette,10,3,2,0,74
768,2,Roulette,10,4,2,0,74
769,2,Roulette,10,5,2,0,74
770,2,Roulette,10,1,3,30.0,0
771,2,Roulette,10,2,3,30.0,0
772,2,Roulette,10,3,3,30.0,0
773,2,Roulette,10,4,3,30.0,0
774,2,Roulette,10,5,3,30.0,0
775,2,Roulette,10,1,4,60.0,0
776,2,Roulette,10,2,4,60.0,0
777,2,Roulette,10,3,4,60.0,0
778,2,Roulette,10,4,4,60.0,0
779,2,Roulette,10,5,4,60.0,0
780,2,Roulette,10,1,5,0,55.60000000000032
781,2,Roulette,10,2,5,0,46.6000000000003
782,2,Roulette,10,3,5,0,57.400000000000325
783,2,Roulette,10,4,5,0,53.200000000000315
784,2,Roulette,10,5,5,0,60.40000000000033
785,2,Roulette,10,1,6,30.0,0
786,2,Roulette,10,2,6,30.0,0
787,2,Roulette,10,3,6,30.0,0
788,2,Roulette,10,4,6,30.0,0
789,2,Roulette,10,5,6,30.0,0
790,2,Roulette,10,1,7,10.0,0
791,2,Roulette,10,2,7,10.0,0
792,2,Roulette,10,3,7,10.0,0
793,2,Roulette,10,4,7,10.0,0
794,2,Roulette,10,5,7,10.0,0
795,2,Roulette,10,1,8,0,22.600000000000243
796,2,Roulette,10,2,8,0,22.600000000000243
797,2,Roulette,10,3,8,0,22.600000000000243
798,2,Roulette,10,4,8,0,22.600000000000243
799,2,Roulette,10,5,8,0,22.600000000000243
800,1,PSO,1,1,1,90.0,0
801,1,PSO,1,2,1,90.0,0
802,1,PSO,1,3,1,90.0,0
803,1,PSO,1,4,1,90.0,0
804,1,PSO,1,5,1,90.0,0
805,1,PSO,1,1,2,60.0,0
806,1,PSO,1,2,2,60.0,0
807,1,PSO,1,3,2,60.0,0
808,1,PSO,1,4,2,60.0,0
809,1,PSO,1,5,2,60.0,0
810,1,PSO,1,1,3,70.0,0
811,1,PSO,1,2,3,70.0,0
812,1,PSO,1,3,3,70.0,0
813,1,PSO,1,4,3,70.0,0
814,1,PSO,1,5,3,70.0,0
815,1,PSO,1,1,4,70.0,0
816,1,PSO,1,2,4,70.0,0
817,1,PSO,1,3,4,70.0,0
818,1,PSO,1,4,4,70.0,0
819,1,PSO,1,5,4,70.0,0
820,1,PSO,1,1,5,0,30.40000000000026
821,1,PSO,1,2,5,0,20.80000000000024
822,1,PSO,1,3,5,0,32.80000000000027
823,1,PSO,1,4,5,0,22.600000000000243
824,1,PSO,1,5,5,0,35.800000000000274
825,1,PSO,1,1,6,80.0,0
826,1,PSO,1,2,6,80.0,0
827,1,PSO,1,3,6,80.0,0
828,1,PSO,1,4,6,80.0,0
829,1,PSO,1,5,6,80.0,0
830,1,PSO,1,1,7,30.0,0
831,1,PSO,1,2,7,30.0,0
832,1,PSO,1,3,7,30.0,0
833,1,PSO,1,4,7,30.0,0
834,1,PSO,1,5,7,30.0,0
835,1,PSO,1,1,8,90.0,0
836,1,PSO,1,2,8,90.0,0
837,1,PSO,1,3,8,90.0,0
838,1,PSO,1,4,8,90.0,0
839,1,PSO,1,5,8,90.0,0
840,1,PSO,2,1,1,80.0,0
841,1,PSO,2,2,1,80.0,0
842,1,PSO,2,3,1,80.0,0
843,1,PSO,2,4,1,80.0,0
844,1,PSO,2,5,1,80.0,0
845,1,PSO,2,1,2,0,8
846,1,PSO,2,2,2,0,8
847,1,PSO,2,3,2,0,8
848,1,PSO,2,4,2,0,8
849,1,PSO,2,5,2,0,8
850,1,PSO,2,1,3,100,0
851,1,PSO,2,2,3,100,0
852,1,PSO,2,3,3,100,0
853,1,PSO,2,4,3,100,0
854,1,PSO,2,5,3,100,0
855,1,PSO,2,1,4,50.0,0
856,1,PSO,2,2,4,50.0,0
857,1,PSO,2,3,4,50.0,0
858,1,PSO,2,4,4,50.0,0
859,1,PSO,2,5,4,50.0,0
860,1,PSO,2,1,5,80.0,89.8000000000001
861,1,PSO,2,2,5,80.0,89.2000000000001
862,1,PSO,2,3,5,80.0,89.8000000000001
863,1,PSO,2,4,5,70.0,88.60000000000011
864,1,PSO,2,5,5,80.0,89.2000000000001
865,1,PSO,2,1,6,100,0
866,1,PSO,2,2,6,100,0
867,1,PSO,2,3,6,100,0
868,1,PSO,2,4,6,100,0
869,1,PSO,2,5,6,100,0
870,1,PSO,2,1,7,20.0,0
871,1,PSO,2,2,7,20.0,0
872,1,PSO,2,3,7,20.0,0
873,1,PSO,2,4,7,20.0,0
874,1,PSO,2,5,7,20.0,0
875,1,PSO,2,1,8,40.0,0
876,1,PSO,2,2,8,40.0,0
877,1,PSO,2,3,8,40.0,0
878,1,PSO,2,4,8,40.0,0
879,1,PSO,2,5,8,40.0,0
880,1,PSO,3,1,1,100,0
881,1,PSO,3,2,1,100,0
882,1,PSO,3,3,1,100,0
883,1,PSO,3,4,1,100,0
884,1,PSO,3,5,1,100,0
885,1,PSO,3,1,2,0,30
886,1,PSO,3,2,2,0,30
887,1,PSO,3,3,2,0,30
888,1,PSO,3,4,2,0,30
889,1,PSO,3,5,2,0,30
890,1,PSO,3,1,3,90.0,0
891,1,PSO,3,2,3,90.0,0
892,1,PSO,3,3,3,90.0,0
893,1,PSO,3,4,3,90.0,0
894,1,PSO,3,5,3,90.0,0
895,1,PSO,3,1,4,90.0,0
896,1,PSO,3,2,4,90.0,0
897,1,PSO,3,3,4,90.0,0
898,1,PSO,3,4,4,90.0,0
899,1,PSO,3,5,4,90.0,0
900,1,PSO,3,1,5,90.0,0
901,1,PSO,3,2,5,90.0,0
902,1,PSO,3,3,5,90.0,0
903,1,PSO,3,4,5,90.0,0
904,1,PSO,3,5,5,90.0,0
905,1,PSO,3,1,6,100,0
906,1,PSO,3,2,6,100,0
907,1,PSO,3,3,6,100,0
908,1,PSO,3,4,6,100,0
909,1,PSO,3,5,6,100,0
910,1,PSO,3,1,7,20.0,0
911,1,PSO,3,2,7,20.0,0
912,1,PSO,3,3,7,20.0,0
913,1,PSO,3,4,7,20.0,0
914,1,PSO,3,5,7,20.0,0
915,1,PSO,3,1,8,0,26.800000000000253
916,1,PSO,3,2,8,0,26.800000000000253
917,1,PSO,3,3,8,0,26.800000000000253
918,1,PSO,3,4,8,0,26.800000000000253
919,1,PSO,3,5,8,0,26.800000000000253
920,1,PSO,4,1,1,80.0,0
921,1,PSO,4,2,1,80.0,0
922,1,PSO,4,3,1,80.0,0
923,1,PSO,4,4,1,80.0,0
924,1,PSO,4,5,1,80.0,0
925,1,PSO,4,1,2,0,68
926,1,PSO,4,2,2,0,68
927,1,PSO,4,3,2,0,68
928,1,PSO,4,4,2,0,68
929,1,PSO,4,5,2,0,68
930,1,PSO,4,1,3,30.0,0
931,1,PSO,4,2,3,30.0,0
932,1,PSO,4,3,3,30.0,0
933,1,PSO,4,4,3,30.0,0
934,1,PSO,4,5,3,30.0,0
935,1,PSO,4,1,4,40.0,0
936,1,PSO,4,2,4,40.0,0
937,1,PSO,4,3,4,40.0,0
938,1,PSO,4,4,4,40.0,0
939,1,PSO,4,5,4,40.0,0
940,1,PSO,4,1,5,0,53.80000000000032
941,1,PSO,4,2,5,0,54.40000000000032
942,1,PSO,4,3,5,0,54.40000000000032
943,1,PSO,4,4,5,0,61.000000000000334
944,1,PSO,4,5,5,0,58.00000000000033
945,1,PSO,4,1,6,70.0,0
946,1,PSO,4,2,6,70.0,0
947,1,PSO,4,3,6,70.0,0
948,1,PSO,4,4,6,70.0,0
949,1,PSO,4,5,6,70.0,0
950,1,PSO,4,1,7,0,61.000000000000334
951,1,PSO,4,2,7,0,61.000000000000334
952,1,PSO,4,3,7,0,61.000000000000334
953,1,PSO,4,4,7,0,61.000000000000334
954,1,PSO,4,5,7,0,61.000000000000334
955,1,PSO,4,1,8,30.0,0
956,1,PSO,4,2,8,30.0,0
957,1,PSO,4,3,8,30.0,0
958,1,PSO,4,4,8,30.0,0
959,1,PSO,4,5,8,30.0,0
960,1,PSO,5,1,1,70.0,0
961,1,PSO,5,2,1,70.0,0
962,1,PSO,5,3,1,70.0,0
963,1,PSO,5,4,1,70.0,0
964,1,PSO,5,5,1,70.0,0
965,1,PSO,5,1,2,0,74
966,1,PSO,5,2,2,0,74
967,1,PSO,5,3,2,0,74
968,1,PSO,5,4,2,0,74
969,1,PSO,5,5,2,0,74
970,1,PSO,5,1,3,70.0,0
971,1,PSO,5,2,3,70.0,0
972,1,PSO,5,3,3,70.0,0
973,1,PSO,5,4,3,70.0,0
974,1,PSO,5,5,3,70.0,0
975,1,PSO,5,1,4,70.0,0
976,1,PSO,5,2,4,70.0,0
977,1,PSO,5,3,4,70.0,0
978,1,PSO,5,4,4,70.0,0
979,1,PSO,5,5,4,70.0,0
980,1,PSO,5,1,5,0,52.00000000000031
981,1,PSO,5,2,5,0,55.00000000000032
982,1,PSO,5,3,5,0,53.80000000000032
983,1,PSO,5,4,5,0,55.00000000000032
984,1,PSO,5,5,5,0,55.60000000000032
985,1,PSO,5,1,6,80.0,0
986,1,PSO,5,2,6,80.0,0
987,1,PSO,5,3,6,80.0,0
988,1,PSO,5,4,6,80.0,0
989,1,PSO,5,5,6,80.0,0
990,1,PSO,5,1,7,20.0,0
991,1,PSO,5,2,7,20.0,0
992,1,PSO,5,3,7,20.0,0
993,1,PSO,5,4,7,20.0,0
994,1,PSO,5,5,7,20.0,0
995,1,PSO,5,1,8,90.0,0
996,1,PSO,5,2,8,90.0,0
997,1,PSO,5,3,8,90.0,0
998,1,PSO,5,4,8,90.0,0
999,1,PSO,5,5,8,90.0,0
1000,1,PSO,6,1,1,70.0,0
1001,1,PSO,6,2,1,70.0,0
1002,1,PSO,6,3,1,70.0,0
1003,1,PSO,6,4,1,70.0,0
1004,1,PSO,6,5,1,70.0,0
1005,1,PSO,6,1,2,0,74
1006,1,PSO,6,2,2,0,74
1007,1,PSO,6,3,2,0,74
1008,1,PSO,6,4,2,0,74
1009,1,PSO,6,5,2,0,74
1010,1,PSO,6,1,3,70.0,0
1011,1,PSO,6,2,3,70.0,0
1012,1,PSO,6,3,3,70.0,0
1013,1,PSO,6,4,3,70.0,0
1014,1,PSO,6,5,3,70.0,0
1015,1,PSO,6,1,4,50.0,0
1016,1,PSO,6,2,4,50.0,0
1017,1,PSO,6,3,4,50.0,0
1018,1,PSO,6,4,4,50.0,0
1019,1,PSO,6,5,4,50.0,0
1020,1,PSO,6,1,5,0,53.200000000000315
1021,1,PSO,6,2,5,0,58.00000000000033
1022,1,PSO,6,3,5,0,56.20000000000032
1023,1,PSO,6,4,5,0,58.00000000000033
1024,1,PSO,6,5,5,0,59.80000000000033
1025,1,PSO,6,1,6,70.0,0
1026,1,PSO,6,2,6,70.0,0
1027,1,PSO,6,3,6,70.0,0
1028,1,PSO,6,4,6,70.0,0
1029,1,PSO,6,5,6,70.0,0
1030,1,PSO,6,1,7,10.0,0
1031,1,PSO,6,2,7,10.0,0
1032,1,PSO,6,3,7,10.0,0
1033,1,PSO,6,4,7,10.0,0
1034,1,PSO,6,5,7,10.0,0
1035,1,PSO,6,1,8,80.0,0
1036,1,PSO,6,2,8,80.0,0
1037,1,PSO,6,3,8,80.0,0
1038,1,PSO,6,4,8,80.0,0
1039,1,PSO,6,5,8,80.0,0
1040,1,PSO,7,1,1,80.0,0
1041,1,PSO,7,2,1,80.0,0
1042,1,PSO,7,3,1,80.0,0
1043,1,PSO,7,4,1,80.0,0
1044,1,PSO,7,5,1,80.0,0
1045,1,PSO,7,1,2,0,30
1046,1,PSO,7,2,2,0,30
1047,1,PSO,7,3,2,0,30
1048,1,PSO,7,4,2,0,30
1049,1,PSO,7,5,2,0,30
1050,1,PSO,7,1,3,80.0,0
1051,1,PSO,7,2,3,80.0,0
1052,1,PSO,7,3,3,80.0,0
1053,1,PSO,7,4,3,80.0,0
1054,1,PSO,7,5,3,80.0,0
1055,1,PSO,7,1,4,60.0,0
1056,1,PSO,7,2,4,60.0,0
1057,1,PSO,7,3,4,60.0,0
1058,1,PSO,7,4,4,60.0,0
1059,1,PSO,7,5,4,60.0,0
1060,1,PSO,7,1,5,0,57.400000000000325
1061,1,PSO,7,2,5,0,44.200000000000294
1062,1,PSO,7,3,5,0,46.6000000000003
1063,1,PSO,7,4,5,0,70.00000000000028
1064,1,PSO,7,5,5,0,61.600000000000335
1065,1,PSO,7,1,6,70.0,0
1066,1,PSO,7,2,6,70.0,0
1067,1,PSO,7,3,6,70.0,0
1068,1,PSO,7,4,6,70.0,0
1069,1,PSO,7,5,6,70.0,0
1070,1,PSO,7,1,7,20.0,0
1071,1,PSO,7,2,7,20.0,0
1072,1,PSO,7,3,7,20.0,0
1073,1,PSO,7,4,7,20.0,0
1074,1,PSO,7,5,7,20.0,0
1075,1,PSO,7,1,8,0,25.00000000000025
1076,1,PSO,7,2,8,0,25.00000000000025
1077,1,PSO,7,3,8,0,25.00000000000025
1078,1,PSO,7,4,8,0,25.00000000000025
1079,1,PSO,7,5,8,0,25.00000000000025
1080,1,PSO,8,1,1,70.0,0
1081,1,PSO,8,2,1,70.0,0
1082,1,PSO,8,3,1,70.0,0
1083,1,PSO,8,4,1,70.0,0
1084,1,PSO,8,5,1,70.0,0
1085,1,PSO,8,1,2,0,46
1086,1,PSO,8,2,2,0,46
1087,1,PSO,8,3,2,0,46
1088,1,PSO,8,4,2,0,46
1089,1,PSO,8,5,2,0,46
1090,1,PSO,8,1,3,40.0,0
1091,1,PSO,8,2,3,40.0,0
1092,1,PSO,8,3,3,40.0,0
1093,1,PSO,8,4,3,40.0,0
1094,1,PSO,8,5,3,40.0,0
1095,1,PSO,8,1,4,30.0,0
1096,1,PSO,8,2,4,30.0,0
1097,1,PSO,8,3,4,30.0,0
1098,1,PSO,8,4,4,30.0,0
1099,1,PSO,8,5,4,30.0,0
1100,1,PSO,8,1,5,60.0,0
1101,1,PSO,8,2,5,80.0,0
1102,1,PSO,8,3,5,80.0,0
1103,1,PSO,8,4,5,60.0,0
1104,1,PSO,8,5,5,70.0,0
1105,1,PSO,8,1,6,90.0,0
1106,1,PSO,8,2,6,90.0,0
1107,1,PSO,8,3,6,90.0,0
1108,1,PSO,8,4,6,90.0,0
1109,1,PSO,8,5,6,90.0,0
1110,1,PSO,8,1,7,30.0,0
1111,1,PSO,8,2,7,30.0,0
1112,1,PSO,8,3,7,30.0,0
1113,1,PSO,8,4,7,30.0,0
1114,1,PSO,8,5,7,30.0,0
1115,1,PSO,8,1,8,0,55.60000000000032
1116,1,PSO,8,2,8,0,55.60000000000032
1117,1,PSO,8,3,8,0,55.60000000000032
1118,1,PSO,8,4,8,0,55.60000000000032
1119,1,PSO,8,5,8,0,55.60000000000032
1120,1,PSO,9,1,1,90.0,0
1121,1,PSO,9,2,1,90.0,0
1122,1,PSO,9,3,1,90.0,0
1123,1,PSO,9,4,1,90.0,0
1124,1,PSO,9,5,1,90.0,0
1125,1,PSO,9,1,2,60.0,0
1126,1,PSO,9,2,2,60.0,0
1127,1,PSO,9,3,2,60.0,0
1128,1,PSO,9,4,2,60.0,0
1129,1,PSO,9,5,2,60.0,0
1130,1,PSO,9,1,3,70.0,0
1131,1,PSO,9,2,3,70.0,0
1132,1,PSO,9,3,3,70.0,0
1133,1,PSO,9,4,3,70.0,0
1134,1,PSO,9,5,3,70.0,0
1135,1,PSO,9,1,4,70.0,0
1136,1,PSO,9,2,4,70.0,0
1137,1,PSO,9,3,4,70.0,0
1138,1,PSO,9,4,4,70.0,0
1139,1,PSO,9,5,4,70.0,0
1140,1,PSO,9,1,5,0,28.600000000000257
1141,1,PSO,9,2,5,0,26.800000000000253
1142,1,PSO,9,3,5,0,19.600000000000236
1143,1,PSO,9,4,5,0,25.60000000000025
1144,1,PSO,9,5,5,0,41.80000000000029
1145,1,PSO,9,1,6,50.0,0
1146,1,PSO,9,2,6,50.0,0
1147,1,PSO,9,3,6,50.0,0
1148,1,PSO,9,4,6,50.0,0
1149,1,PSO,9,5,6,50.0,0
1150,1,PSO,9,1,7,30.0,0
1151,1,PSO,9,2,7,30.0,0
1152,1,PSO,9,3,7,30.0,0
1153,1,PSO,9,4,7,30.0,0
1154,1,PSO,9,5,7,30.0,0
1155,1,PSO,9,1,8,90.0,0
1156,1,PSO,9,2,8,90.0,0
1157,1,PSO,9,3,8,90.0,0
1158,1,PSO,9,4,8,90.0,0
1159,1,PSO,9,5,8,90.0,0
1160,1,PSO,10,1,1,80.0,0
1161,1,PSO,10,2,1,80.0,0
1162,1,PSO,10,3,1,80.0,0
1163,1,PSO,10,4,1,80.0,0
1164,1,PSO,10,5,1,80.0,0
1165,1,PSO,10,1,2,40.0,0
1166,1,PSO,10,2,2,40.0,0
1167,1,PSO,10,3,2,40.0,0
1168,1,PSO,10,4,2,40.0,0
1169,1,PSO,10,5,2,40.0,0
1170,1,PSO,10,1,3,80.0,0
1171,1,PSO,10,2,3,80.0,0
1172,1,PSO,10,3,3,80.0,0
1173,1,PSO,10,4,3,80.0,0
1174,1,PSO,10,5,3,80.0,0
1175,1,PSO,10,1,4,100,0
1176,1,PSO,10,2,4,100,0
1177,1,PSO,10,3,4,100,0
1178,1,PSO,10,4,4,100,0
1179,1,PSO,10,5,4,100,0
1180,1,PSO,10,1,5,60.0,0
1181,1,PSO,10,2,5,60.0,0
1182,1,PSO,10,3,5,70.0,0
1183,1,PSO,10,4,5,80.0,0
1184,1,PSO,10,5,5,80.0,0
1185,1,PSO,10,1,6,100,0
1186,1,PSO,10,2,6,100,0
1187,1,PSO,10,3,6,100,0
1188,1,PSO,10,4,6,100,0
1189,1,PSO,10,5,6,100,0
1190,1,PSO,10,1,7,20.0,0
1191,1,PSO,10,2,7,20.0,0
1192,1,PSO,10,3,7,20.0,0
1193,1,PSO,10,4,7,20.0,0
1194,1,PSO,10,5,7,20.0,0
1195,1,PSO,10,1,8,100,0
1196,1,PSO,10,2,8,100,0
1197,1,PSO,10,3,8,100,0
1198,1,PSO,10,4,8,100,0
1199,1,PSO,10,5,8,100,0
1200,2,PSO,1,1,1,100,0
1201,2,PSO,1,2,1,100,0
1202,2,PSO,1,3,1,100,0
1203,2,PSO,1,4,1,100,0
1204,2,PSO,1,5,1,100,0
1205,2,PSO,1,1,2,0,50
1206,2,PSO,1,2,2,0,50
1207,2,PSO,1,3,2,0,50
1208,2,PSO,1,4,2,0,50
1209,2,PSO,1,5,2,0,50
1210,2,PSO,1,1,3,80.0,0
1211,2,PSO,1,2,3,80.0,0
1212,2,PSO,1,3,3,80.0,0
1213,2,PSO,1,4,3,80.0,0
1214,2,PSO,1,5,3,80.0,0
1215,2,PSO,1,1,4,70.0,0
1216,2,PSO,1,2,4,70.0,0
1217,2,PSO,1,3,4,70.0,0
1218,2,PSO,1,4,4,70.0,0
1219,2,PSO,1,5,4,70.0,0
1220,2,PSO,1,1,5,20.0,0
1221,2,PSO,1,2,5,30.0,0
1222,2,PSO,1,3,5,30.0,0
1223,2,PSO,1,4,5,50.0,0
1224,2,PSO,1,5,5,20.0,0
1225,2,PSO,1,1,6,30.0,0
1226,2,PSO,1,2,6,30.0,0
1227,2,PSO,1,3,6,30.0,0
1228,2,PSO,1,4,6,30.0,0
1229,2,PSO,1,5,6,30.0,0
1230,2,PSO,1,1,7,30.0,0
1231,2,PSO,1,2,7,30.0,0
1232,2,PSO,1,3,7,30.0,0
1233,2,PSO,1,4,7,30.0,0
1234,2,PSO,1,5,7,30.0,0
1235,2,PSO,1,1,8,80.0,0
1236,2,PSO,1,2,8,80.0,0
1237,2,PSO,1,3,8,80.0,0
1238,2,PSO,1,4,8,80.0,0
1239,2,PSO,1,5,8,80.0,0
1240,2,PSO,2,1,1,70.0,0
1241,2,PSO,2,2,1,70.0,0
1242,2,PSO,2,3,1,70.0,0
1243,2,PSO,2,4,1,70.0,0
1244,2,PSO,2,5,1,70.0,0
1245,2,PSO,2,1,2,0,40
1246,2,PSO,2,2,2,0,40
1247,2,PSO,2,3,2,0,40
1248,2,PSO,2,4,2,0,40
1249,2,PSO,2,5,2,0,40
1250,2,PSO,2,1,3,80.0,0
1251,2,PSO,2,2,3,80.0,0
1252,2,PSO,2,3,3,80.0,0
1253,2,PSO,2,4,3,80.0,0
1254,2,PSO,2,5,3,80.0,0
1255,2,PSO,2,1,4,80.0,0
1256,2,PSO,2,2,4,80.0,0
1257,2,PSO,2,3,4,80.0,0
1258,2,PSO,2,4,4,80.0,0
1259,2,PSO,2,5,4,80.0,0
1260,2,PSO,2,1,5,60.0,0
1261,2,PSO,2,2,5,50.0,0
1262,2,PSO,2,3,5,50.0,0
1263,2,PSO,2,4,5,50.0,0
1264,2,PSO,2,5,5,50.0,0
1265,2,PSO,2,1,6,80.0,0
1266,2,PSO,2,2,6,80.0,0
1267,2,PSO,2,3,6,80.0,0
1268,2,PSO,2,4,6,80.0,0
1269,2,PSO,2,5,6,80.0,0
1270,2,PSO,2,1,7,20.0,0
1271,2,PSO,2,2,7,20.0,0
1272,2,PSO,2,3,7,20.0,0
1273,2,PSO,2,4,7,20.0,0
1274,2,PSO,2,5,7,20.0,0
1275,2,PSO,2,1,8,0,45.4000000000003
1276,2,PSO,2,2,8,0,45.4000000000003
1277,2,PSO,2,3,8,0,45.4000000000003
1278,2,PSO,2,4,8,0,45.4000000000003
1279,2,PSO,2,5,8,0,45.4000000000003
1280,2,PSO,3,1,1,100,0
1281,2,PSO,3,2,1,100,0
1282,2,PSO,3,3,1,100,0
1283,2,PSO,3,4,1,100,0
1284,2,PSO,3,5,1,100,0
1285,2,PSO,3,1,2,0,30
1286,2,PSO,3,2,2,0,30
1287,2,PSO,3,3,2,0,30
1288,2,PSO,3,4,2,0,30
1289,2,PSO,3,5,2,0,30
1290,2,PSO,3,1,3,90.0,0
1291,2,PSO,3,2,3,90.0,0
1292,2,PSO,3,3,3,90.0,0
1293,2,PSO,3,4,3,90.0,0
1294,2,PSO,3,5,3,90.0,0
1295,2,PSO,3,1,4,80.0,0
1296,2,PSO,3,2,4,80.0,0
1297,2,PSO,3,3,4,80.0,0
1298,2,PSO,3,4,4,80.0,0
1299,2,PSO,3,5,4,80.0,0
1300,2,PSO,3,1,5,30.0,0
1301,2,PSO,3,2,5,20.0,0
1302,2,PSO,3,3,5,0,3.4000000000002344
1303,2,PSO,3,4,5,0,9.400000000000231
1304,2,PSO,3,5,5,0,10.000000000000231
1305,2,PSO,3,1,6,70.0,0
